Id,OrgId,IncidentId,AlertId,Timestamp,DetectorId,AlertTitle,Category,MitreTechniques,IncidentGrade,ActionGrouped,ActionGranular,EntityType,EvidenceRole,DeviceId,Sha256,IpAddress,Url,AccountSid,AccountUpn,AccountObjectId,AccountName,DeviceName,NetworkMessageId,EmailClusterId,RegistryKey,RegistryValueName,RegistryValueData,ApplicationId,ApplicationName,OAuthApplicationId,ThreatFamily,FileName,FolderPath,ResourceIdName,ResourceType,Roles,OSFamily,OSVersion,AntispamDirection,SuspicionLevel,LastVerdict,CountryCode,State,City,Usage
1451698950913,37,31931,211032,2024-06-13T00:52:22.000Z,105,19804,Exfiltration,,FalsePositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,36693,425863,453297,153085,5089,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
721554507015,44,11983,5748,2024-06-06T18:54:45.000Z,50,36,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,950,425863,453297,153085,20053,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1331439865692,12,2038,1223,2024-05-27T09:40:46.000Z,16,470,Impact,,BenignPositive,,,Ip,Related,98799,138268,58356,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1503238555491,905,19812,12594,2024-06-11T19:55:46.000Z,1,1,InitialAccess,T1566.002,FalsePositive,,,MailMessage,Related,98799,138268,360606,160396,441377,60671,425863,453297,153085,67115,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,Inbound,,NoThreatsFound,242,1445,10630,Private
1314259996001,62,486241,1408843,2024-06-13T02:34:42.000Z,5,39,SuspiciousActivity,,TruePositive,,,Ip,Related,98799,138268,16374,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,Contextual,5,66,,,,242,1445,10630,Private
867583396026,13,229224,245002,2024-06-13T18:37:45.000Z,2,2,CommandAndControl,,BenignPositive,,,Url,Related,98799,138268,360606,13,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
1477468751617,0,272,376186,2024-06-03T06:42:33.000Z,4,3,InitialAccess,,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1657857381455,365,6651,368245,2024-06-07T03:26:00.000Z,343,350,InitialAccess,,FalsePositive,,,Mailbox,Impacted,98799,138268,360606,160396,4965,6999,4976,5364,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1400159340255,0,1056,396858,2024-06-04T13:59:24.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,User,Impacted,98799,138268,360606,160396,3315,4460,3324,3515,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
824633722647,70,43780,118454,2024-06-08T03:08:48.000Z,28,19,InitialAccess,T1566,BenignPositive,,,User,Impacted,98799,138268,360606,160396,92098,71327,104392,110227,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
25769807255,2,1314,7294,2024-06-14T16:29:24.000Z,15,13,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,11,425863,453297,153085,6838,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1322849930226,63,148,1251023,2024-06-11T14:44:50.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
498216209134,8,11956,142167,2024-06-04T03:38:24.000Z,3,4,SuspiciousActivity,,TruePositive,,,Url,Related,98799,138268,360606,157,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
206158431884,26,8771,152662,2024-06-08T06:03:08.000Z,565,624,DefenseEvasion,T1027.002;T1027.005;T1105;T1218.005,BenignPositive,,,Process,Related,98799,116,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,14,3,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Private
1614907704060,82,13,5099,2024-06-06T13:23:17.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,MailMessage,Related,98799,138268,360606,160396,441377,753,425863,453297,153085,3699,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
231928238332,323,85425,33011,2024-06-14T12:58:11.000Z,228,208,Exfiltration,,FalsePositive,,,User,Impacted,98799,138268,360606,160396,9009,13784,9141,9763,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
678604835120,48,81712,551998,2024-06-03T19:31:06.000Z,81,160,SuspiciousActivity,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,23113,32941,22591,24398,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1348619730956,6,8428,755338,2024-06-04T13:15:52.000Z,2,2,CommandAndControl,,BenignPositive,,,Url,Related,98799,138268,360606,40351,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
841813591766,70,188941,1470785,2024-06-14T14:12:18.000Z,25,17,InitialAccess,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,7786,6742,7797,8365,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
807453854297,424,797,63572,2024-06-07T09:49:37.000Z,43,28,Malware,T1027;T1204.002,FalsePositive,,,Process,Related,98799,17952,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,19578,47723,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Private
1692217115363,1022,2867,625490,2024-06-13T14:52:14.000Z,44,1567,UnwantedSoftware,T1204.002,FalsePositive,,,Process,Related,98799,1282,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,1420,1264,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
1348619732690,0,68,166230,2024-06-10T09:35:15.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
403726929291,59,67140,622671,2024-06-12T13:09:32.000Z,3,4,SuspiciousActivity,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,54125,86452,57307,69212,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Private
1133871370675,78,66712,242253,2024-06-08T17:42:10.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,Mailbox,Impacted,98799,138268,360606,160396,441377,4462,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
489626273190,116,12473,1104208,2024-06-06T11:03:25.000Z,107,4032,DefenseEvasion,,FalsePositive,,,File,Related,98799,112717,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,InstallCore,281681,34259,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Private
403726930406,53,1742,1561,2024-06-06T23:19:36.000Z,177,141,InitialAccess,T1190,FalsePositive,,,Ip,Related,98799,138268,254823,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
25769804626,61,4484,336131,2024-06-03T10:20:15.000Z,5,31,SuspiciousActivity,,BenignPositive,,,CloudApplication,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,0,0,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
541165882398,76,147,1038053,2024-06-12T15:47:14.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
171798692805,18,571581,1076748,2024-06-11T18:45:24.000Z,9,47,Execution,,FalsePositive,,,File,Related,98799,16803,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,16869,117668,3586,,,5,66,,,,242,1445,10630,Public
249108103581,333,421,418355,2024-06-04T10:29:40.000Z,274,264,Persistence,T1112;T1547.001,BenignPositive,,,User,Impacted,98799,138268,360606,160396,363440,498335,344047,437819,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Private
489626272352,17,814,11433,2024-06-05T15:51:05.000Z,20,6007,Exfiltration,,FalsePositive,,,Ip,Related,98799,138268,387,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1537598293543,834,47384,97775,2024-06-03T17:31:19.000Z,6,5,InitialAccess,T1566,FalsePositive,,,User,Impacted,98799,138268,360606,160396,1798,844,1785,1868,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1580547969134,179,20618,8709,2024-06-13T04:16:49.000Z,153,4818,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,7037,425863,453297,153085,942,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1322849930226,63,148,955056,2024-06-15T05:48:27.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonSession,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
68719481306,106,5759,55257,2024-06-05T16:44:36.000Z,3,4,SuspiciousActivity,,BenignPositive,,,Process,Related,98799,0,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,0,2,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
249108107709,461,7404,664998,2024-06-03T10:44:41.000Z,11,9,InitialAccess,T1566,FalsePositive,,,MailMessage,Related,98799,138268,360606,160396,441377,57,425863,453297,153085,267656,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
335007451471,206,394950,875172,2024-06-12T12:46:50.000Z,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,Ip,Related,98799,138268,327819,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,0,155,528,Public
798863919139,23,225,124967,2024-06-04T16:09:32.000Z,7,6,InitialAccess,,TruePositive,,,User,Impacted,98799,138268,360606,160396,5616,7969,5661,6001,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
180388631318,37,85251,16598,2024-06-12T14:45:53.000Z,120,8061,Exfiltration,,FalsePositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,36346,425863,453297,153085,463,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
652835029819,632,4535,464035,2024-05-29T18:16:55.000Z,723,984,InitialAccess,,BenignPositive,,,Url,Related,98799,138268,360606,404,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1013612282303,466,106034,1531319,2024-06-13T02:59:14.000Z,33,22,InitialAccess,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,101248,101463,89854,98283,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
223338303745,36,15350,204175,2024-06-14T16:22:22.000Z,3,121,SuspiciousActivity,,TruePositive,,,Process,Related,98799,40,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,0,11830,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
1683627182563,390,59520,1435213,2024-06-09T19:23:17.000Z,31,206,Malware,,TruePositive,,,Machine,Impacted,18504,138268,360606,160396,441377,673934,425863,453297,24463,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,0,0,,Suspicious,Suspicious,242,1445,10630,Public
1271310324315,9,610,18102,2024-06-12T20:38:22.000Z,77,213,Exfiltration,,BenignPositive,,,File,Impacted,98799,3858,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,3794,435,3586,,,5,66,,,,242,1445,10630,Private
472446404251,70,5506,16826,2024-06-14T11:42:32.000Z,13,11,InitialAccess,T1566,BenignPositive,,,User,Impacted,98799,138268,360606,160396,6900,2756,6986,7496,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1675037245488,6,3088,1633500,2024-06-07T03:54:19.000Z,246,230,InitialAccess,T1078,BenignPositive,,,User,Impacted,98799,138268,360606,160396,441377,673934,425863,44321,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1486058689282,4,2865,533,2024-05-27T22:21:21.000Z,8,7,InitialAccess,T1133,BenignPositive,,,Machine,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,125,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
317827584218,30,513768,1442661,2024-06-13T22:00:13.000Z,305,3792,Exfiltration,,FalsePositive,,,User,Impacted,98799,138268,360606,160396,926,195,914,983,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
438086668653,78,144977,235125,2024-06-10T18:36:31.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,MailMessage,Related,98799,138268,360606,160396,441377,64264,425863,453297,153085,89196,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1632087575279,34,249315,471210,2024-06-04T13:55:44.000Z,3,4,SuspiciousActivity,,BenignPositive,,,Ip,Related,98799,138268,5258,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
979252545133,1,184,333862,2024-06-08T12:52:53.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1297080127511,10,2146,88,2024-05-27T00:16:25.000Z,12,427,Impact,,TruePositive,,,Ip,Related,98799,138268,186,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
274877907592,22,271,381917,2024-06-07T15:49:29.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,User,Impacted,98799,138268,360606,160396,3866,5243,3884,4068,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
584115555308,63,393,533519,2024-06-09T04:44:49.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,User,Impacted,98799,138268,360606,160396,438,586,432,473,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
987842479871,0,233,485490,2024-06-04T00:38:36.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,Ip,Related,98799,138268,278,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,32,45,44,Public
1486058687188,8,11731,268265,2024-06-16T06:55:14.000Z,3,4,SuspiciousActivity,,TruePositive,,,User,Impacted,98799,138268,360606,160396,50,68,45,55,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
1443109015490,20,803,891,2024-06-07T18:20:28.000Z,49,35,CommandAndControl,T1046;T1030;T1071;T1071.001,BenignPositive,,,Ip,Related,98799,138268,28372,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
180388629844,101,312,461448,2024-06-07T18:29:39.000Z,6,5,InitialAccess,T1566,TruePositive,,,Ip,Related,98799,138268,2738,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,NoThreatsFound,242,1445,10630,Public
1219770713810,0,235,498708,2024-06-03T06:36:28.000Z,7,6,InitialAccess,,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1477468751617,0,272,332036,2024-06-03T05:14:40.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,Ip,Related,98799,138268,39,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,1,0,0,Public
154618826349,3,69505,195607,2024-06-06T19:39:34.000Z,3,148,SuspiciousActivity,,BenignPositive,,,Machine,Impacted,1874,138268,360606,160396,441377,673934,425863,453297,3785,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
257698042213,30,513854,1453333,2024-06-14T13:09:05.000Z,37,95863,Exfiltration,,FalsePositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,382184,425863,453297,153085,483219,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1692217116989,199,209,425382,2024-06-14T02:09:19.000Z,2,2,CommandAndControl,,TruePositive,,,Url,Related,98799,138268,360606,1091,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
1494648623128,10,57,80,2024-05-22T12:04:58.000Z,12,494,Impact,,TruePositive,,,Ip,Related,98799,138268,24374,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
498216208056,1,47,856134,2024-06-08T15:22:35.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,Ip,Related,98799,138268,6,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,8,10,7,Private
249108108111,4,637,408,2024-05-28T19:25:30.000Z,8,7,InitialAccess,T1133,FalsePositive,,,Machine,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,246,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
481036338900,0,342575,413449,2024-06-09T17:51:07.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonSession,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
446676599446,17,96025,11432,2024-06-06T23:56:47.000Z,20,5977,Exfiltration,,FalsePositive,,,Ip,Related,98799,138268,2609,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1322849930226,63,148,1255729,2024-06-13T06:58:10.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,Ip,Related,98799,138268,15,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,4,4,16,Public
858993459944,130,476273,1514447,2024-06-04T15:38:04.000Z,13,11,InitialAccess,T1566,TruePositive,,,Mailbox,Impacted,98799,138268,360606,160396,247065,259009,211856,229008,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
850403525212,558,171398,97107,2024-06-03T13:47:52.000Z,6,5,InitialAccess,T1566,FalsePositive,,,MailMessage,Related,98799,138268,360606,160396,441377,89527,425863,453297,153085,100122,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,Inbound,,Malicious,242,1445,10630,Public
498216209896,2,20713,6050,2024-06-12T02:33:27.000Z,42,27,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,112313,425863,453297,153085,7517,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
266287973570,480,257549,1412198,2024-06-13T20:27:05.000Z,81,3901,SuspiciousActivity,,BenignPositive,,,CloudApplication,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,7,7,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
317827581536,7,167,782,2024-06-01T05:44:57.000Z,22,10,Impact,,FalsePositive,,,Ip,Related,98799,138268,6358,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1597727835854,0,308,313595,2024-06-04T12:17:59.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
712964575992,868,3161,513667,2024-06-13T19:27:33.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,Ip,Related,98799,138268,222,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,0,22,41,Private
566935687738,9,128,34747,2024-06-04T18:34:37.000Z,40,9552,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,72956,425863,453297,153085,46327,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1640677510577,302,6985,130182,2024-06-14T05:10:00.000Z,2,2,CommandAndControl,,BenignPositive,,,Process,Related,98799,174,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,82,3,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
635655163795,321,30066,49924,2024-06-10T07:14:27.000Z,327,325,Discovery,T1497.002,BenignPositive,,,Url,Related,98799,138268,360606,100419,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
214748366416,7,1928,571,2024-05-25T09:21:50.000Z,21,518,Impact,,FalsePositive,,,Ip,Related,98799,138268,252,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1580547970007,126,491601,677133,2024-06-11T03:49:21.000Z,2885,29591,CommandAndControl,T1001;T1006;T1008;T1021;T1027;T1036;T1047;T1053;T1055;T1059;T1070;T1071;T1072;T1078;T1090;T1091;T1092;T1095;T1102;T1104;T1105;T1106;T1112;T1127;T1129;T1132;T1134;T1140;T1197;T1202;T1203;T1204;T1205;T1207;T1210;T1211;T1216;T1218;T1219;T1220;T1221;T1484;T1497;T1542;T1548;T1550;T1553;T1556;T1559;T1562;T1563;T1564;T1568;T1569;T1571;T1572;T1574;T1600;T1601;T1610;T1612,BenignPositive,,,Ip,Related,98799,138268,21822,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
395136994330,873,86764,1176497,2024-06-14T23:20:48.000Z,7,6,InitialAccess,,TruePositive,,,Ip,Related,98799,138268,99,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,8,10,7,Private
618475292294,432,85927,467388,2024-06-03T17:00:39.000Z,1408,881,Persistence,T1098;T1078,FalsePositive,,,User,Impacted,98799,138268,360606,160396,6096,8797,6090,6561,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
