Id,OrgId,IncidentId,AlertId,Timestamp,DetectorId,AlertTitle,Category,MitreTechniques,IncidentGrade,ActionGrouped,ActionGranular,EntityType,EvidenceRole,DeviceId,Sha256,IpAddress,Url,AccountSid,AccountUpn,AccountObjectId,AccountName,DeviceName,NetworkMessageId,EmailClusterId,RegistryKey,RegistryValueName,RegistryValueData,ApplicationId,ApplicationName,OAuthApplicationId,ThreatFamily,FileName,FolderPath,ResourceIdName,ResourceType,Roles,OSFamily,OSVersion,AntispamDirection,SuspicionLevel,LastVerdict,CountryCode,State,City,Usage
1683627181678,7,3634,1092,2024-05-30T11:00:10.000Z,22,10,Impact,,FalsePositive,,,Ip,Related,98799,138268,136,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
738734375511,43,21419,6296,2024-05-22T11:48:25.000Z,52,10,Impact,,BenignPositive,,,Ip,Related,98799,138268,33,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1425929144504,13,10951,11843,2024-06-12T11:35:28.000Z,34,2230,Exfiltration,,BenignPositive,,,File,Impacted,98799,290,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,310,5,3586,,,5,66,,,,242,1445,10630,Public
824633724459,2,223487,450441,2024-06-06T15:08:51.000Z,13,11,InitialAccess,T1566,BenignPositive,,,Ip,Related,98799,138268,2916,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,NoThreatsFound,242,1445,10630,Public
1477468751617,0,272,502877,2024-06-03T08:30:34.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,Ip,Related,98799,138268,22,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,4,4,16,Public
1151051237023,7,181,606,2024-05-25T14:08:13.000Z,22,10,Impact,,FalsePositive,,,Ip,Related,98799,138268,701,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1460288885058,874,15615,29295,2024-06-14T00:22:13.000Z,47,30,InitialAccess,T1566.002,BenignPositive,,,File,Related,98799,4402,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,87,117668,3586,,,5,66,,,,242,1445,10630,Public
515396077375,134,81456,1593727,2024-06-04T10:48:46.000Z,1147,2090,InitialAccess,,BenignPositive,,,AzureResource,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,75,Subscription,,5,66,,,,242,1445,10630,Private
1047972022415,13,12785,8494,2024-06-06T01:05:40.000Z,34,1560,Exfiltration,,BenignPositive,,,File,Impacted,98799,271,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,293,15,3586,,,5,66,,,,242,1445,10630,Public
1675037247244,0,256,124763,2024-06-02T15:46:11.000Z,7,6,InitialAccess,,TruePositive,,,Ip,Related,98799,138268,755,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,6,19,131,Public
446676602324,2,5302,8688,2024-06-06T12:34:49.000Z,18,14,Exfiltration,,BenignPositive,,,File,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,277411,4176,3586,,,5,66,,,,242,1445,10630,Private
1597727835731,1,273,105314,2024-06-11T11:11:31.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,Ip,Related,98799,138268,114,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,0,3,20,Private
1082331758596,25,72022,47257,2024-06-07T19:57:59.000Z,1472,17821,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,165827,425863,453297,153085,4307,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
635655160233,1384,49895,788631,2024-06-04T18:57:29.000Z,2,2,CommandAndControl,,FalsePositive,,,Machine,Impacted,43074,138268,360606,160396,441377,673934,425863,453297,72975,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,0,0,,Suspicious,Suspicious,242,1445,10630,Public
919123003622,52,6657,1045,2024-06-07T23:52:06.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,Mailbox,Impacted,98799,138268,360606,160396,5078,6529,5072,5918,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Malicious,242,1445,10630,Private
1116691501489,1233,11062,767455,2024-06-06T19:34:42.000Z,312,310,DefenseEvasion,T1055;T1055.001;T1055.002;T1055.003;T1055.004;T1055.005;T1055.012,BenignPositive,,,Process,Related,98799,108,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,43,3,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Private
420906798236,121,243,564823,2024-06-06T16:08:05.000Z,5,66,SuspiciousActivity,,TruePositive,,,User,Impacted,98799,138268,360606,160396,77,104,71,88,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
566935683150,6,2510,67,2024-06-02T12:06:17.000Z,17,58,Impact,,BenignPositive,,,Ip,Related,98799,138268,256,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
523986011800,1,298,72753,2024-06-05T10:30:19.000Z,4,3,InitialAccess,,TruePositive,,,Ip,Related,98799,138268,3,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,4,4,12,Public
42949675764,34,279532,605724,2024-06-04T19:20:07.000Z,3,4,SuspiciousActivity,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,37667,51376,39216,42078,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
1683627184785,38,160238,224273,2024-06-08T11:27:58.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,MailMessage,Related,98799,138268,360606,160396,441377,12710,425863,453297,153085,159604,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
3065,55,227072,690301,2024-06-07T00:12:55.000Z,2,2,CommandAndControl,,TruePositive,,,Process,Related,98799,0,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,0,2,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
1219770713810,0,235,183682,2024-06-04T14:17:59.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,User,Impacted,98799,138268,360606,160396,1056,1453,1047,1119,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
910533067772,672,19524,226051,2024-06-09T01:36:40.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,MailMessage,Related,98799,138268,360606,160396,441377,2554,425863,453297,153085,19249,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,Inbound,,Malicious,242,1445,10630,Private
1322849927267,668,161839,886961,2024-06-10T18:15:54.000Z,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,Ip,Related,98799,138268,296361,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,50,269,410,Public
541165883445,115,77424,716664,2024-06-04T11:58:43.000Z,3,4,SuspiciousActivity,,TruePositive,,,User,Impacted,98799,138268,360606,160396,252,346,243,279,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
180388631254,4,1602,276,2024-05-22T00:31:47.000Z,8,7,InitialAccess,T1133,FalsePositive,,,Machine,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,123,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1709396987226,2,10084,6862,2024-06-12T06:48:02.000Z,18,14,Exfiltration,,BenignPositive,,,File,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,17697,12766,3586,,,5,66,,,,242,1445,10630,Public
1451698949416,2,5176,5508,2024-06-14T15:44:48.000Z,15,13,Exfiltration,,BenignPositive,,,File,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,182978,1569,3586,,,5,66,,,,242,1445,10630,Public
1056561955958,47,3624,5409,2024-06-07T05:23:18.000Z,57,29,CommandAndControl,T1046;T1071;T1210,FalsePositive,,,Url,Related,98799,138268,360606,3465,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1666447311957,16,68528,644337,2024-06-04T11:48:17.000Z,24,303,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,211469,425863,453297,153085,486236,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1486058689007,9,245,23194,2024-06-13T14:36:13.000Z,40,8253,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,67787,425863,453297,153085,51097,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1331439863993,13,11316,7539,2024-06-04T17:45:58.000Z,86,4355,Exfiltration,,BenignPositive,,,File,Impacted,98799,24664,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,42083,18085,3586,,,5,66,,,,242,1445,10630,Private
266287974776,5,63,850794,2024-06-13T18:27:52.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonSession,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
807453854535,678,46012,222977,2024-06-06T22:49:19.000Z,6,5,InitialAccess,T1566,FalsePositive,,,MailCluster,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,4262981641.0,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,NoThreatsFound,242,1445,10630,Private
773094115052,0,264,379269,2024-06-03T11:18:13.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonSession,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1597727837680,581,980,20285,2024-06-10T20:29:21.000Z,47,30,InitialAccess,T1566.002,FalsePositive,,,User,Impacted,98799,138268,360606,160396,20513,32892,20531,21850,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
850403525280,22,154,878943,2024-06-11T01:36:18.000Z,4,3,InitialAccess,,TruePositive,,,Ip,Related,98799,138268,2277,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,1,1445,10630,Public
1108101564289,87,1293,257612,2024-06-05T00:31:10.000Z,2,2,CommandAndControl,,FalsePositive,,,Process,Related,98799,84,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,1,1,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
1451698948129,355,1012,13706,2024-06-03T09:11:16.000Z,1,1,InitialAccess,T1566.002,FalsePositive,,,Url,Related,98799,138268,360606,30156,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Malicious,242,1445,10630,Public
154618823674,56,168727,633211,2024-06-04T00:48:39.000Z,2,2,CommandAndControl,,BenignPositive,,,Url,Related,98799,138268,360606,3325,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
1297080128446,83,3297,355212,2024-06-03T19:39:41.000Z,60,45014,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,10307,425863,453297,153085,39252,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1340029801059,38,289688,765991,2024-06-14T17:50:36.000Z,2,2,CommandAndControl,,BenignPositive,,,Url,Related,98799,138268,360606,312,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
893353199119,41,226238,112249,2024-06-03T11:19:04.000Z,32,28246,Exfiltration,,TruePositive,,,File,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,48633,0,3586,,,5,66,,,,242,1445,10630,Private
1571958031040,60,126,145016,2024-06-07T16:42:13.000Z,51,31261,Exfiltration,,FalsePositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,86909,425863,453297,153085,527162,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
584115555308,63,393,547643,2024-06-09T17:40:17.000Z,7,6,InitialAccess,,TruePositive,,,User,Impacted,98799,138268,360606,160396,10946,17370,11105,11845,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
755914248947,4,186,442,2024-05-25T11:20:57.000Z,8,7,InitialAccess,T1133,FalsePositive,,,Machine,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,556,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
764504178688,25,1389,145654,2024-06-03T19:06:52.000Z,30,9605,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,84526,425863,453297,153085,4806,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
463856471195,51,55337,136395,2024-06-13T03:00:05.000Z,39,26,Execution,T1559;T1106;T1059.005,BenignPositive,,,Process,Related,98799,4,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,3,6,3586,,,5,66,,,,242,1445,10630,Public
309237647174,0,323,183721,2024-06-14T00:48:23.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,Ip,Related,98799,138268,52,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,22,52,49,Public
1597727835731,1,273,185022,2024-06-11T12:14:32.000Z,7,6,InitialAccess,,TruePositive,,,User,Impacted,98799,138268,360606,160396,2658,3538,2645,2808,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
472446407425,4,291,498,2024-05-28T12:08:14.000Z,8,7,InitialAccess,T1133,FalsePositive,,,Machine,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,1428,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
420906795010,25,125,21976,2024-06-10T20:33:32.000Z,30,10073,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,95751,425863,453297,153085,4738,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
816043786940,22,345219,407819,2024-06-03T16:23:39.000Z,4,3,InitialAccess,,TruePositive,,,Ip,Related,98799,138268,22,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,4,4,16,Private
51539611545,14,3628,2812,2024-05-22T23:18:26.000Z,29,20,Impact,,TruePositive,,,Ip,Related,98799,138268,333,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
721554506631,18,42089,1125131,2024-06-07T06:02:50.000Z,216,3659,Exfiltration,,FalsePositive,,,Machine,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,1696,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
592705490728,72,153,1184576,2024-06-06T05:42:40.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,Ip,Related,98799,138268,109,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,8,10,7,Public
1623497640668,8,55016,17560,2024-06-15T18:42:06.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,Mailbox,Impacted,98799,138268,360606,160396,34374,31584,33699,34059,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1185410975507,388,313594,1696690,2024-06-13T03:57:48.000Z,746,1024,Discovery,,BenignPositive,,,Machine,Impacted,64982,138268,360606,160396,441377,673934,425863,453297,59279,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1417339212778,200,5889,61349,2024-06-08T22:46:35.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,MailCluster,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Suspicious,242,1445,10630,Public
1348619732053,47,4477,6203,2024-06-16T16:19:24.000Z,57,29,CommandAndControl,T1046;T1071;T1210,FalsePositive,,,Url,Related,98799,138268,360606,464,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
369367190428,314,514639,552834,2024-06-04T02:05:46.000Z,5,2194,SuspiciousActivity,,BenignPositive,,,CloudApplication,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,1,1,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
609885356645,17,269,19904,2024-06-07T18:23:49.000Z,20,988,Exfiltration,,FalsePositive,,,File,Impacted,98799,25011,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,11920,4531,3586,,,5,66,,,,242,1445,10630,Public
1279900259341,200,94937,67543,2024-06-05T13:31:00.000Z,10,8,InitialAccess,T1566.001,TruePositive,,,File,Related,98799,19798,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,13965,117668,3586,,,5,66,,,,242,1445,10630,Private
523986012300,340,111502,666625,2024-06-03T16:17:22.000Z,11,9,InitialAccess,T1566,BenignPositive,,,User,Impacted,98799,138268,360606,160396,160384,169125,129280,160892,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
549755815744,45,67608,119322,2024-06-12T11:39:44.000Z,6,5,InitialAccess,T1566,FalsePositive,,,User,Impacted,98799,138268,360606,160396,1,3,1,1,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1571958032130,45,156227,97379,2024-06-13T20:05:41.000Z,6,5,InitialAccess,T1566,BenignPositive,,,Mailbox,Impacted,98799,138268,360606,160396,6,17,4,5,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
223338301014,7,208597,466770,2024-05-29T22:30:12.000Z,858,876,Impact,,FalsePositive,,,Machine,Impacted,37591,138268,360606,160396,441377,673934,425863,453297,51549,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
472446404326,0,527,331049,2024-06-09T03:33:27.000Z,14,12,CredentialAccess,T1110;T1110.003;T1110.001,TruePositive,,,User,Impacted,98799,138268,360606,160396,643,837,613,662,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
